"Data_Status","State","MSN","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"2022F","AL","HLTCP"," 3211"," 3426"," 3757"," 4130"," 4618"," 4207"," 4864"," 5022"," 6564"," 7780"," 7583"," 8025"," 8985"," 8488"," 7121"," 6540"," 7182"," 7793"," 6860"," 5756"," 4949"," 4573"," 4424"," 4450"," 3382"," 3648"," 4024"," 4653"," 4438"," 4768"," 4160"," 3807"," 3968"," 5033"," 5132"," 5115"," 4845"," 4269"," 3252"," 7025"," 7381"," 7163"," 5273"," 4195"," 4458"," 3007"," 3371"," 3925"," 3627"," 3217"," 3455"," 2779"," 2262"," 2372"," 2370"," 2338"," 2238"," 2237"," 2478"," 2661"," 2632"," 2657"," 2605"
"2022F","AL","HLTXB"," 12291"," 13117"," 14375"," 15804"," 17671"," 16101"," 18620"," 19226"," 25077"," 29656"," 28798"," 30471"," 34045"," 32063"," 26804"," 24551"," 27018"," 29149"," 25491"," 21229"," 18423"," 17100"," 16368"," 16649"," 12651"," 13580"," 15073"," 17472"," 16677"," 17984"," 15623"," 14220"," 14749"," 18686"," 19116"," 19013"," 18074"," 16136"," 12419"," 26375"," 27700"," 26486"," 19723"," 15706"," 16718"," 11224"," 12544"," 14423"," 13593"," 12078"," 13270"," 10675"," 8689"," 9110"," 9103"," 8981"," 8595"," 8593"," 9519"," 10220"," 10111"," 10206"," 10005"
"2022F","AL","HLTXP"," 3211"," 3426"," 3757"," 4130"," 4618"," 4207"," 4864"," 5022"," 6564"," 7780"," 7583"," 8025"," 8985"," 8488"," 7121"," 6540"," 7182"," 7793"," 6860"," 5756"," 4949"," 4573"," 4424"," 4450"," 3382"," 3648"," 4024"," 4653"," 4438"," 4768"," 4160"," 3807"," 3968"," 5033"," 5132"," 5115"," 4845"," 4269"," 3252"," 7025"," 7381"," 7163"," 5273"," 4195"," 4458"," 3007"," 3371"," 3925"," 3627"," 3217"," 3455"," 2779"," 2262"," 2372"," 2370"," 2338"," 2238"," 2237"," 2478"," 2661"," 2632"," 2657"," 2605"
"2022F","AL","HPCAS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","HPGBP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","HVCAS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 21.3"," 43.7"," 30.3"," 31"," 25.8"," 45"," 33"," 34.4"," 26.1"," 32"," 38.6"," 39.6"," 46.2"," 40"," 35.3"
"2022F","AL","HVGBP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 3272"," 3272"," 3272"," 3272"," 3272"," 3272"," 3271"," 3271"," 3042"," 3291"," 3292"," 3292"," 3292"," 3292"," 3292"
"2022F","AL","HYCCB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","HYCCP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","HYEGB"," 21199"," 22935"," 25643"," 21698"," 29807"," 24151"," 23545"," 31095"," 25101"," 25558"," 25957"," 33819"," 34830"," 40186"," 35294"," 41586"," 32186"," 35245"," 26850"," 40407"," 32020"," 20520"," 36534"," 38015"," 36761"," 23413"," 17834"," 25415"," 18286"," 44878"," 35371"," 36705"," 35007"," 30825"," 38996"," 32419"," 37812"," 39308"," 36047"," 26476"," 19850"," 28512"," 30110"," 43213"," 36257"," 34613"," 24743"," 14112"," 20937"," 42771"," 29699"," 30311"," 25369"," 44012"," 32301"," 33648"," 23832"," 31518"," 38020"," 38915"," 45547"," 39309"," 34762"
"2022F","AL","HYEGP"," 6213"," 6722"," 7515"," 6359"," 8736"," 7078"," 6901"," 9113"," 7357"," 7491"," 7607"," 9912"," 10208"," 11778"," 10344"," 12188"," 9433"," 10330"," 7869"," 11843"," 9385"," 6014"," 10707"," 11141"," 10774"," 6862"," 5227"," 7449"," 5359"," 13153"," 10367"," 10758"," 10260"," 9034"," 11429"," 9502"," 11082"," 11521"," 10565"," 7760"," 5818"," 8356"," 8825"," 12665"," 10626"," 10145"," 7252"," 4136"," 6136"," 12535"," 8704"," 8884"," 7435"," 12899"," 9467"," 9862"," 6985"," 9237"," 11143"," 11405"," 13349"," 11521"," 10188"
"2022F","AL","HYICB"," 87"," 84"," 83"," 84"," 83"," 84"," 87"," 86"," 84"," 84"," 84"," 84"," 86"," 86"," 84"," 84"," 86"," 83"," 82"," 84"," 81"," 81"," 81"," 81"," 81"," 81"," 81"," 81"," 81"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","HYICP"," 26"," 25"," 24"," 25"," 24"," 25"," 25"," 25"," 25"," 25"," 25"," 25"," 25"," 25"," 25"," 25"," 25"," 24"," 24"," 25"," 24"," 24"," 24"," 24"," 24"," 24"," 24"," 24"," 24"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","HYTCB"," 21286"," 23019"," 25726"," 21782"," 29890"," 24235"," 23632"," 31181"," 25186"," 25642"," 26041"," 33903"," 34916"," 40272"," 35378"," 41670"," 32272"," 35329"," 26931"," 40492"," 32101"," 20601"," 36615"," 38096"," 36842"," 23494"," 17915"," 25496"," 18367"," 44878"," 35371"," 36705"," 35007"," 30825"," 38996"," 32419"," 37812"," 39308"," 36047"," 26476"," 19850"," 28512"," 30110"," 43213"," 36257"," 34613"," 24743"," 14112"," 20937"," 42771"," 29699"," 30311"," 25369"," 44012"," 32301"," 33648"," 23832"," 31518"," 38020"," 38915"," 45547"," 39309"," 34762"
"2022F","AL","HYTCP"," 6239"," 6747"," 7540"," 6384"," 8760"," 7103"," 6926"," 9139"," 7382"," 7515"," 7632"," 9936"," 10233"," 11803"," 10369"," 12213"," 9458"," 10354"," 7893"," 11867"," 9408"," 6038"," 10731"," 11165"," 10798"," 6886"," 5251"," 7472"," 5383"," 13153"," 10367"," 10758"," 10260"," 9034"," 11429"," 9502"," 11082"," 11521"," 10565"," 7760"," 5818"," 8356"," 8825"," 12665"," 10626"," 10145"," 7252"," 4136"," 6136"," 12535"," 8704"," 8884"," 7435"," 12899"," 9467"," 9862"," 6985"," 9237"," 11143"," 11405"," 13349"," 11521"," 10188"
"2022F","AL","HYTXB"," 87"," 84"," 83"," 84"," 83"," 84"," 87"," 86"," 84"," 84"," 84"," 84"," 86"," 86"," 84"," 84"," 86"," 83"," 82"," 84"," 81"," 81"," 81"," 81"," 81"," 81"," 81"," 81"," 81"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","HYTXP"," 26"," 25"," 24"," 25"," 24"," 25"," 25"," 25"," 25"," 25"," 25"," 25"," 25"," 25"," 25"," 25"," 25"," 24"," 24"," 25"," 24"," 24"," 24"," 24"," 24"," 24"," 24"," 24"," 24"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","IQICB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","IQICP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","IQTCB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","IQTCP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","IYICB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","IYICP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","IYTCB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","IYTCP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","JFACB"," 6051"," 6148"," 6897"," 6915"," 7134"," 6238"," 6428"," 7722"," 9872"," 10233"," 9904"," 9815"," 9371"," 9274"," 9407"," 9427"," 9143"," 9807"," 9929"," 9468"," 11305"," 9717"," 8740"," 9087"," 20699"," 19700"," 21001"," 21710"," 10363"," 11362"," 10551"," 12641"," 11695"," 10975"," 19608"," 21763"," 19886"," 12379"," 19985"," 11129"," 13312"," 13283"," 12797"," 14564"," 14481"," 13982"," 13113"," 13162"," 12299"," 9887"," 12083"," 13582"," 12978"," 11431"," 11629"," 11103"," 10440"," 11532"," 11445"," 12098"," 8775"," 9615"," 9632"
"2022F","AL","JFACP"," 1126"," 1144"," 1281"," 1286"," 1326"," 1156"," 1192"," 1426"," 1814"," 1867"," 1799"," 1786"," 1704"," 1681"," 1706"," 1707"," 1654"," 1773"," 1785"," 1702"," 2048"," 1754"," 1581"," 1643"," 3695"," 3516"," 3745"," 3872"," 1872"," 2046"," 1899"," 2292"," 2108"," 1973"," 3472"," 3843"," 3508"," 2184"," 3525"," 1963"," 2348"," 2343"," 2257"," 2569"," 2554"," 2466"," 2313"," 2321"," 2169"," 1744"," 2131"," 2395"," 2289"," 2016"," 2051"," 1958"," 1841"," 2034"," 2018"," 2134"," 1548"," 1696"," 1699"
"2022F","AL","JFTCB"," 6051"," 6148"," 6897"," 6915"," 7134"," 6238"," 6428"," 7722"," 9872"," 10233"," 9904"," 9815"," 9371"," 9274"," 9407"," 9427"," 9143"," 9807"," 9929"," 9468"," 11305"," 9717"," 8740"," 9087"," 20699"," 19700"," 21001"," 21710"," 10363"," 11362"," 10551"," 12641"," 11695"," 10975"," 19608"," 21763"," 19886"," 12379"," 19985"," 11129"," 13312"," 13283"," 12797"," 14564"," 14481"," 13982"," 13113"," 13162"," 12299"," 9887"," 12083"," 13582"," 12978"," 11431"," 11629"," 11103"," 10440"," 11532"," 11445"," 12098"," 8775"," 9615"," 9632"
"2022F","AL","JFTCP"," 1126"," 1144"," 1281"," 1286"," 1326"," 1156"," 1192"," 1426"," 1814"," 1867"," 1799"," 1786"," 1704"," 1681"," 1706"," 1707"," 1654"," 1773"," 1785"," 1702"," 2048"," 1754"," 1581"," 1643"," 3695"," 3516"," 3745"," 3872"," 1872"," 2046"," 1899"," 2292"," 2108"," 1973"," 3472"," 3843"," 3508"," 2184"," 3525"," 1963"," 2348"," 2343"," 2257"," 2569"," 2554"," 2466"," 2313"," 2321"," 2169"," 1744"," 2131"," 2395"," 2289"," 2016"," 2051"," 1958"," 1841"," 2034"," 2018"," 2134"," 1548"," 1696"," 1699"
"2022F","AL","JFTXB"," 6051"," 6148"," 6897"," 6915"," 7134"," 6238"," 6428"," 7722"," 9872"," 10233"," 9904"," 9815"," 9371"," 9274"," 9407"," 9427"," 9143"," 9807"," 9929"," 9468"," 11305"," 9717"," 8740"," 9087"," 20699"," 19700"," 21001"," 21710"," 10363"," 11362"," 10551"," 12641"," 11695"," 10975"," 19608"," 21763"," 19886"," 12379"," 19985"," 11129"," 13312"," 13283"," 12797"," 14564"," 14481"," 13982"," 13113"," 13162"," 12299"," 9887"," 12083"," 13582"," 12978"," 11431"," 11629"," 11103"," 10440"," 11532"," 11445"," 12098"," 8775"," 9615"," 9632"
"2022F","AL","JFTXP"," 1126"," 1144"," 1281"," 1286"," 1326"," 1156"," 1192"," 1426"," 1814"," 1867"," 1799"," 1786"," 1704"," 1681"," 1706"," 1707"," 1654"," 1773"," 1785"," 1702"," 2048"," 1754"," 1581"," 1643"," 3695"," 3516"," 3745"," 3872"," 1872"," 2046"," 1899"," 2292"," 2108"," 1973"," 3472"," 3843"," 3508"," 2184"," 3525"," 1963"," 2348"," 2343"," 2257"," 2569"," 2554"," 2466"," 2313"," 2321"," 2169"," 1744"," 2131"," 2395"," 2289"," 2016"," 2051"," 1958"," 1841"," 2034"," 2018"," 2134"," 1548"," 1696"," 1699"
"2022F","AL","KSCCB"," 1670"," 1055"," 612"," 913"," 1127"," 1733"," 2798"," 1271"," 1650"," 2513"," 2417"," 1596"," 1087"," 2535"," 1409"," 1370"," 1203"," 1615"," 2014"," 1395"," 998"," 323"," 1877"," 535"," 77"," 89"," 162"," 277"," 72"," 82"," 62"," 85"," 99"," 76"," 61"," 54"," 53"," 50"," 119"," 32"," 52"," 145"," 93"," 138"," 145"," 102"," 57"," 27"," 13"," 8"," 12"," 13"," 5"," 14"," 17"," 13"," 14"," 5"," 12"," 14"," 15"," 11"," 10"
"2022F","AL","KSCCP"," 294"," 186"," 108"," 161"," 199"," 306"," 493"," 224"," 291"," 443"," 426"," 282"," 192"," 447"," 248"," 242"," 212"," 285"," 355"," 246"," 176"," 57"," 331"," 94"," 14"," 16"," 29"," 49"," 13"," 14"," 11"," 15"," 17"," 13"," 11"," 10"," 9"," 9"," 21"," 6"," 9"," 26"," 16"," 24"," 25"," 18"," 10"," 5"," 2"," 1"," 2"," 2"," 1"," 2"," 3"," 2"," 2"," 1"," 2"," 2"," 3"," 2"," 2"
"2022F","AL","KSICB"," 3338"," 1157"," 879"," 1272"," 2505"," 2460"," 6105"," 3501"," 3653"," 5045"," 3674"," 2981"," 2179"," 2754"," 1764"," 1686"," 1364"," 2163"," 2770"," 4275"," 4984"," 1610"," 4905"," 1771"," 176"," 110"," 210"," 159"," 119"," 98"," 87"," 118"," 201"," 133"," 181"," 254"," 272"," 344"," 224"," 192"," 126"," 61"," 26"," 171"," 202"," 266"," 223"," 122"," 59"," 94"," 86"," 44"," 21"," 22"," 21"," 26"," 22"," 11"," 18"," 13"," 10"," 16"," 12"
"2022F","AL","KSICP"," 589"," 204"," 155"," 224"," 442"," 434"," 1077"," 617"," 644"," 890"," 648"," 526"," 384"," 486"," 311"," 297"," 241"," 382"," 488"," 754"," 879"," 284"," 865"," 312"," 31"," 19"," 37"," 28"," 21"," 17"," 15"," 21"," 35"," 23"," 32"," 45"," 48"," 61"," 40"," 34"," 22"," 11"," 5"," 30"," 36"," 47"," 39"," 22"," 10"," 17"," 15"," 8"," 4"," 4"," 4"," 5"," 4"," 2"," 3"," 2"," 2"," 3"," 2"
"2022F","AL","KSRCB"," 923"," 583"," 338"," 504"," 623"," 958"," 1547"," 703"," 912"," 1389"," 1336"," 883"," 601"," 1401"," 779"," 757"," 665"," 893"," 1113"," 771"," 1123"," 1049"," 3028"," 3410"," 455"," 411"," 363"," 338"," 733"," 461"," 215"," 345"," 172"," 245"," 165"," 376"," 361"," 325"," 228"," 249"," 262"," 220"," 124"," 280"," 379"," 426"," 284"," 181"," 46"," 65"," 86"," 70"," 15"," 15"," 22"," 17"," 12"," 4"," 13"," 11"," 6"," 11"," 10"
"2022F","AL","KSRCP"," 163"," 103"," 60"," 89"," 110"," 169"," 273"," 124"," 161"," 245"," 236"," 156"," 106"," 247"," 137"," 134"," 117"," 158"," 196"," 136"," 198"," 185"," 534"," 601"," 80"," 73"," 64"," 60"," 129"," 81"," 38"," 61"," 30"," 43"," 29"," 66"," 64"," 57"," 40"," 44"," 46"," 39"," 22"," 49"," 67"," 75"," 50"," 32"," 8"," 11"," 15"," 12"," 3"," 3"," 4"," 3"," 2"," 1"," 2"," 2"," 1"," 2"," 2"
"2022F","AL","KSTCB"," 5931"," 2795"," 1829"," 2689"," 4255"," 5150"," 10450"," 5474"," 6215"," 8947"," 7428"," 5460"," 3867"," 6691"," 3952"," 3813"," 3232"," 4672"," 5897"," 6441"," 7105"," 2982"," 9810"," 5715"," 708"," 610"," 735"," 775"," 924"," 641"," 364"," 547"," 472"," 455"," 406"," 685"," 686"," 719"," 571"," 473"," 441"," 426"," 243"," 590"," 725"," 793"," 564"," 330"," 118"," 166"," 183"," 126"," 40"," 51"," 60"," 56"," 47"," 19"," 43"," 38"," 30"," 38"," 33"
"2022F","AL","KSTCP"," 1046"," 493"," 323"," 474"," 750"," 908"," 1843"," 965"," 1096"," 1578"," 1310"," 963"," 682"," 1180"," 697"," 673"," 570"," 824"," 1040"," 1136"," 1253"," 526"," 1730"," 1008"," 125"," 108"," 130"," 137"," 163"," 113"," 64"," 96"," 83"," 80"," 72"," 121"," 121"," 127"," 101"," 83"," 78"," 75"," 43"," 104"," 128"," 140"," 99"," 58"," 21"," 29"," 32"," 22"," 7"," 9"," 11"," 10"," 8"," 3"," 8"," 7"," 5"," 7"," 6"
"2022F","AL","KSTXB"," 5931"," 2795"," 1829"," 2689"," 4255"," 5150"," 10450"," 5474"," 6215"," 8947"," 7428"," 5460"," 3867"," 6691"," 3952"," 3813"," 3232"," 4672"," 5897"," 6441"," 7105"," 2982"," 9810"," 5715"," 708"," 610"," 735"," 775"," 924"," 641"," 364"," 547"," 472"," 455"," 406"," 685"," 686"," 719"," 571"," 473"," 441"," 426"," 243"," 590"," 725"," 793"," 564"," 330"," 118"," 166"," 183"," 126"," 40"," 51"," 60"," 56"," 47"," 19"," 43"," 38"," 30"," 38"," 33"
"2022F","AL","KSTXP"," 1046"," 493"," 323"," 474"," 750"," 908"," 1843"," 965"," 1096"," 1578"," 1310"," 963"," 682"," 1180"," 697"," 673"," 570"," 824"," 1040"," 1136"," 1253"," 526"," 1730"," 1008"," 125"," 108"," 130"," 137"," 163"," 113"," 64"," 96"," 83"," 80"," 72"," 121"," 121"," 127"," 101"," 83"," 78"," 75"," 43"," 104"," 128"," 140"," 99"," 58"," 21"," 29"," 32"," 22"," 7"," 9"," 11"," 10"," 8"," 3"," 8"," 7"," 5"," 7"," 6"
"2022F","AL","LDVHN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 4242.3"," 4273.7"," 4262.5"," 4343.9"," 4374.9"," 4447.9"," 4461.5"
"2022F","AL","LOACB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","LOCCB"," 16441"," 16467"," 18134"," 19864"," 21497"," 23107"," 24741"," 26132"," 29001"," 32133"," 35955"," 37452"," 40894"," 45247"," 46780"," 45233"," 45901"," 49093"," 49773"," 48558"," 52188"," 64962"," 65190"," 65166"," 57210"," 61054"," 62803"," 67607"," 70945"," 79090"," 77556"," 78559"," 76391"," 79629"," 80353"," 84785"," 91195"," 111523"," 122237"," 128599"," 136860"," 128346"," 134771"," 128667"," 135638"," 142401"," 146751"," 158978"," 152098"," 135137"," 145319"," 136218"," 132105"," 133475"," 139285"," 136514"," 137218"," 131234"," 131794"," 129500"," 115671"," 121937"," 124262"
"2022F","AL","LOICB"," 61682"," 62795"," 67583"," 74749"," 82387"," 91514"," 99440"," 103853"," 111588"," 122386"," 126091"," 126135"," 140663"," 150181"," 152852"," 142630"," 168208"," 188908"," 196367"," 204523"," 193856"," 176689"," 139824"," 136912"," 165001"," 167648"," 162513"," 173460"," 185402"," 193810"," 184820"," 183999"," 194887"," 204143"," 205132"," 216808"," 219182"," 213429"," 223951"," 235962"," 242977"," 209136"," 215155"," 214442"," 228104"," 239087"," 240698"," 251421"," 236179"," 181490"," 204536"," 206467"," 204535"," 200007"," 210391"," 195117"," 188893"," 192242"," 189230"," 182960"," 166966"," 179496"," 175995"
"2022F","AL","LORCB"," 28408"," 29024"," 32631"," 35352"," 38519"," 41273"," 45470"," 47905"," 62377"," 69682"," 80566"," 84947"," 93019"," 102605"," 102759"," 93417"," 99786"," 112005"," 114646"," 108083"," 119538"," 113202"," 110542"," 109173"," 115124"," 119136"," 123404"," 131360"," 136091"," 141218"," 138651"," 140000"," 139749"," 151335"," 148832"," 160483"," 167604"," 162886"," 182470"," 184816"," 199434"," 181991"," 198046"," 185439"," 192947"," 206375"," 214137"," 227865"," 217245"," 194146"," 224640"," 201984"," 185634"," 185294"," 200033"," 185852"," 186109"," 174148"," 185657"," 181909"," 170083"," 176311"," 182714"
"2022F","AL","LOTCB"," 106531"," 108286"," 118348"," 129965"," 142403"," 155893"," 169652"," 177890"," 202966"," 224200"," 242611"," 248533"," 274576"," 298033"," 302390"," 281281"," 313895"," 350006"," 360786"," 361165"," 365581"," 354852"," 315556"," 311251"," 337335"," 347837"," 348720"," 372427"," 392438"," 414119"," 401027"," 402558"," 411027"," 435108"," 434317"," 462076"," 477981"," 487838"," 528659"," 549378"," 579271"," 519473"," 547973"," 528548"," 556689"," 587863"," 601586"," 638263"," 605522"," 510773"," 574495"," 544669"," 522274"," 518776"," 549709"," 517483"," 512220"," 497624"," 506682"," 494369"," 452721"," 477744"," 482972"
"2022F","AL","LOTXB"," 106531"," 108286"," 118348"," 129965"," 142403"," 155893"," 169652"," 177890"," 202966"," 224200"," 242611"," 248533"," 274576"," 298033"," 302390"," 281281"," 313895"," 350006"," 360786"," 361165"," 365581"," 354852"," 315556"," 311251"," 337335"," 347837"," 348720"," 372427"," 392438"," 414119"," 401027"," 402558"," 411027"," 435108"," 434317"," 462076"," 477981"," 487838"," 528659"," 549378"," 579271"," 519473"," 547973"," 528548"," 556689"," 587863"," 601586"," 638263"," 605522"," 510773"," 574495"," 544669"," 522274"," 518776"," 549709"," 517483"," 512220"," 497624"," 506682"," 494369"," 452721"," 477744"," 482972"
"2022F","AL","LUACB"," 2402"," 2337"," 2286"," 2285"," 2400"," 2608"," 2709"," 2193"," 2409"," 2509"," 2556"," 2649"," 2836"," 2896"," 2773"," 3694"," 4104"," 2945"," 3162"," 3309"," 2947"," 2826"," 2577"," 2698"," 2877"," 2681"," 2622"," 2964"," 2859"," 2932"," 3017"," 2699"," 2752"," 2802"," 2929"," 2879"," 2794"," 2951"," 3089"," 3122"," 3075"," 2817"," 2784"," 2574"," 2607"," 2594"," 2527"," 2610"," 2423"," 2178"," 2972"," 2874"," 2619"," 2733"," 2823"," 3150"," 3186"," 2870"," 2591"," 2565"," 2487"," 2746"," 2835"
"2022F","AL","LUACP"," 396"," 385"," 377"," 377"," 396"," 430"," 447"," 362"," 397"," 414"," 421"," 437"," 468"," 477"," 457"," 609"," 677"," 486"," 521"," 546"," 486"," 466"," 425"," 445"," 474"," 442"," 432"," 489"," 471"," 483"," 497"," 445"," 454"," 462"," 483"," 475"," 461"," 487"," 509"," 515"," 507"," 465"," 459"," 424"," 430"," 428"," 417"," 430"," 399"," 359"," 490"," 474"," 432"," 451"," 466"," 519"," 525"," 473"," 427"," 423"," 410"," 453"," 467"
"2022F","AL","LUICB"," 1605"," 1562"," 1701"," 1701"," 1786"," 1889"," 1962"," 1885"," 2071"," 2327"," 2370"," 2389"," 2558"," 3240"," 3103"," 2666"," 2962"," 3070"," 3297"," 3450"," 3072"," 2946"," 2686"," 2813"," 2999"," 2795"," 2733"," 3090"," 2980"," 3056"," 3145"," 2814"," 2869"," 2921"," 3053"," 3001"," 2912"," 3076"," 3221"," 3254"," 3205"," 2937"," 2902"," 2683"," 2718"," 2704"," 2634"," 2720"," 2526"," 2271"," 1929"," 1895"," 1830"," 1904"," 1847"," 1916"," 1916"," 1704"," 1614"," 1538"," 1582"," 1429"," 1587"
"2022F","AL","LUICP"," 265"," 258"," 280"," 280"," 294"," 311"," 323"," 311"," 341"," 384"," 391"," 394"," 422"," 534"," 512"," 440"," 488"," 506"," 544"," 569"," 506"," 486"," 443"," 464"," 495"," 461"," 451"," 509"," 491"," 504"," 519"," 464"," 473"," 482"," 503"," 495"," 480"," 507"," 531"," 537"," 529"," 484"," 479"," 442"," 448"," 446"," 434"," 449"," 416"," 374"," 318"," 312"," 302"," 314"," 305"," 316"," 316"," 281"," 266"," 254"," 261"," 236"," 262"
"2022F","AL","LUTCB"," 4007"," 3900"," 3987"," 3985"," 4185"," 4496"," 4671"," 4078"," 4479"," 4836"," 4927"," 5038"," 5394"," 6136"," 5877"," 6360"," 7065"," 6015"," 6459"," 6759"," 6019"," 5772"," 5264"," 5511"," 5877"," 5477"," 5355"," 6054"," 5838"," 5988"," 6162"," 5513"," 5621"," 5723"," 5982"," 5879"," 5706"," 6027"," 6310"," 6376"," 6280"," 5754"," 5686"," 5257"," 5326"," 5298"," 5162"," 5330"," 4948"," 4449"," 4902"," 4769"," 4449"," 4637"," 4670"," 5065"," 5102"," 4573"," 4204"," 4103"," 4069"," 4175"," 4422"
