"Data_Status","State","MSN","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"2022F","AL","HLCCD"," 1.55"," 1.64"," 1.64"," 1.72"," 2.93"," 2.97"," 3.23"," 3.76"," 3.61"," 4.21"," 5.05"," 5.86"," 5.89"," 6.49"," 6.91"," 4.84"," 5.47"," 4.87"," 4.83"," 7.48"," 8.31"," 9.18"," 8.98"," 9.02"," 8.13"," 8.48"," 9.37"," 9.59"," 8.57"," 8.87"," 11.72"," 12.52"," 10.49"," 11.8"," 14.25"," 16.66"," 18.43"," 20.31"," 24.62"," 19.79"," 21.07"," 24.55"," 18.62"," 18.2"," 19.29"," 11.5"," 11.39"," 14.9"," 16.31"," 12.63"," 11.84"," 18.92"," 20.07"
"2022F","AL","HLCCV"," 9.5"," 10.8"," 11.8"," 11.4"," 15.7"," 14.6"," 18.1"," 22.4"," 17.5"," 12.5"," 16.4"," 19.7"," 16.9"," 22.1"," 17.4"," 12.7"," 16.4"," 17.3"," 16.8"," 28.4"," 28"," 26.6"," 24.9"," 32.3"," 28.5"," 30.3"," 34.3"," 36.1"," 27.8"," 51.8"," 72.3"," 62.2"," 44.3"," 41.7"," 50"," 33.5"," 47.4"," 49.1"," 76.9"," 43.5"," 53"," 64.9"," 38.2"," 40.7"," 42.1"," 19.4"," 19.6"," 30.3"," 35.1"," 26.7"," 26.3"," 52"," 47.1"
"2022F","AL","HLICD"," 1.63"," 1.73"," 1.74"," 1.84"," 3.15"," 3.23"," 3.52"," 4.17"," 4.02"," 4.57"," 5.5"," 6.47"," 6.57"," 7.29"," 7.77"," 5.44"," 6.04"," 5.32"," 5.3"," 8.11"," 9.26"," 10.26"," 9.98"," 10.12"," 5.25"," 5.15"," 6.62"," 5.86"," 4.36"," 5.07"," 7.77"," 6.94"," 6.01"," 8.19"," 10.42"," 12.35"," 15.03"," 16.93"," 21.47"," 13.17"," 15.08"," 18.63"," 13.23"," 12.85"," 13.84"," 6.75"," 6.65"," 10.05"," 11.37"," 7.59"," 6.72"," 13.44"," 14.23"
"2022F","AL","HLICV"," 9.9"," 10.5"," 12.7"," 14.1"," 21.9"," 20.1"," 20"," 27.4"," 26.5"," 46.2"," 32.8"," 28.8"," 34.8"," 26"," 20.9"," 19.1"," 22.3"," 22.7"," 20.1"," 31.7"," 28.7"," 35"," 44"," 53.6"," 30"," 29.7"," 30.2"," 13.3"," 2.8"," 26.4"," 41"," 58.9"," 26.5"," 29"," 35.7"," 33.6"," 49.2"," 83.7"," 52.2"," 23.2"," 31.7"," 37.2"," 30.2"," 25.5"," 24.8"," 11.1"," 10"," 17.8"," 17.4"," 14.5"," 13"," 37.4"," 40.7"
"2022F","AL","HLISB"," 6048"," 6052"," 7329"," 7634"," 6931"," 6235"," 5690"," 6574"," 6583"," 10112"," 5963"," 4445"," 5297"," 3560"," 2693"," 3514"," 3700"," 4270"," 3787"," 3905"," 3097"," 3408"," 4413"," 5301"," 5720"," 5771"," 4564"," 2278"," 644"," 5209"," 5285"," 8489"," 4416"," 3543"," 3422"," 2724"," 3272"," 4946"," 2430"," 1760"," 2102"," 2000"," 2280"," 1986"," 1794"," 1649"," 1504"," 1770"," 1532"," 1905"," 1932"," 2780"," 2861"
"2022F","AL","HLRCD"," 2.19"," 2.22"," 2.19"," 4.07"," 4.01"," 4.32"," 4.17"," 4.77"," 5.01"," 7.64"," 7.75"," 8.02"," 9.01"," 9.26"," 8.9"," 8.49"," 8.08"," 8.68"," 8.21"," 9.25"," 11.05"," 12.45"," 11.08"," 10.18"," 10.49"," 10.42"," 11.91"," 11.84"," 10.8"," 10.93"," 14.47"," 15.84"," 13.27"," 15.5"," 16.74"," 19.42"," 22.37"," 24.21"," 28.53"," 23.67"," 26.6"," 29.06"," 26.73"," 26.47"," 31.01"," 23.55"," 22.52"," 26.08"," 27.06"," 23.81"," 21"," 27.11"," 29.99"
"2022F","AL","HLRCV"," 35.2"," 38.3"," 41.3"," 70.1"," 55.9"," 55.3"," 60.9"," 74.3"," 63.5"," 59.4"," 65.6"," 70.3"," 67.5"," 82.5"," 58.6"," 57.9"," 63.1"," 80.4"," 74.4"," 91.8"," 97"," 94"," 80.1"," 95.2"," 95.9"," 97"," 113.7"," 116.4"," 91.5"," 166.7"," 232.7"," 205.5"," 146.2"," 129.7"," 151.8"," 120.5"," 143"," 165.7"," 215.9"," 184.6"," 226.2"," 170.8"," 112.5"," 124.1"," 153.3"," 127.1"," 113.5"," 124.1"," 155.4"," 143.7"," 121.9"," 122.3"," 137.8"
"2022F","AL","HLRFB"," 139"," 155"," 124"," 149"," 214"," 286"," 723"," 613"," 910"," 146"," 584"," 22"," 81"," 20"," 14"," 14"," 17"," 9"," 9"," 16"," 9"," 6"," 10"," 8"," 9"," 10"," 7"," 3"," 1"," 8"," 9"," 13"," 8"," 8"," 3"," 2"," 2"," 2"," 3"," 1"," 9"," 7"," 9"," 31"," 15"," 15"," 35"," 8"," 15"," 8"," 27"," 15"," 19"
"2022F","AL","HLSCB"," 28659"," 30316"," 33921"," 31915"," 26590"," 24265"," 26295"," 28537"," 24580"," 21083"," 17839"," 17078"," 16287"," 16629"," 12637"," 13566"," 15055"," 17464"," 16668"," 17967"," 15614"," 14214"," 14739"," 18678"," 19107"," 19003"," 18067"," 16133"," 12418"," 26367"," 27691"," 26473"," 19715"," 15697"," 16715"," 11222"," 12543"," 14420"," 13590"," 12077"," 13261"," 10668"," 8680"," 9079"," 9088"," 8966"," 8561"," 8586"," 9504"," 10212"," 10084"," 10191"," 9986"
"2022F","AL","HLTCD"," 1.93"," 1.99"," 1.97"," 3.02"," 3.55"," 3.75"," 3.82"," 4.41"," 4.44"," 5.65"," 6.48"," 7.13"," 7.54"," 8.14"," 8.13"," 6.9"," 7.02"," 7.03"," 6.81"," 8.62"," 10.07"," 11.24"," 10.38"," 9.99"," 8.53"," 8.48"," 10.06"," 10.47"," 9.89"," 9.32"," 12.58"," 12.36"," 11.05"," 13.03"," 14.98"," 17.24"," 19.64"," 21.07"," 26.41"," 21.43"," 23.73"," 26.01"," 21.21"," 21.39"," 24.68"," 17.96"," 17.22"," 20.11"," 22.05"," 18.35"," 16.16"," 21.12"," 23.05"
"2022F","AL","HLTCV"," 55.2"," 60.3"," 66.7"," 96.3"," 94.5"," 91"," 100.3"," 125.8"," 109.2"," 119.1"," 115.6"," 121.7"," 122.9"," 135.4"," 102.7"," 93.6"," 105.7"," 122.9"," 113.5"," 155"," 157.3"," 159.7"," 153"," 186.6"," 162.9"," 161.1"," 181.8"," 169"," 122.8"," 245.7"," 348.3"," 327.3"," 217.9"," 204.6"," 250.5"," 193.5"," 246.4"," 303.8"," 358.9"," 258.7"," 314.6"," 277.4"," 184.1"," 194.2"," 224.3"," 161.1"," 147.5"," 172.6"," 209.5"," 187.4"," 163"," 215.3"," 230.1"
"2022F","AL","HLTXD"," 1.93"," 1.99"," 1.97"," 3.02"," 3.55"," 3.75"," 3.82"," 4.41"," 4.44"," 5.65"," 6.48"," 7.13"," 7.54"," 8.14"," 8.13"," 6.9"," 7.02"," 7.03"," 6.81"," 8.62"," 10.07"," 11.24"," 10.38"," 9.99"," 8.53"," 8.48"," 10.06"," 10.47"," 9.89"," 9.32"," 12.58"," 12.36"," 11.05"," 13.03"," 14.98"," 17.24"," 19.64"," 21.07"," 26.41"," 21.43"," 23.73"," 26.01"," 21.21"," 21.39"," 24.68"," 17.96"," 17.22"," 20.11"," 22.05"," 18.35"," 16.16"," 21.12"," 23.05"
"2022F","AL","HLTXV"," 55.2"," 60.3"," 66.7"," 96.3"," 94.5"," 91"," 100.3"," 125.8"," 109.2"," 119.1"," 115.6"," 121.7"," 122.9"," 135.4"," 102.7"," 93.6"," 105.7"," 122.9"," 113.5"," 155"," 157.3"," 159.7"," 153"," 186.6"," 162.9"," 161.1"," 181.8"," 169"," 122.8"," 245.7"," 348.3"," 327.3"," 217.9"," 204.6"," 250.5"," 193.5"," 246.4"," 303.8"," 358.9"," 258.7"," 314.6"," 277.4"," 184.1"," 194.2"," 224.3"," 161.1"," 147.5"," 172.6"," 209.5"," 187.4"," 163"," 215.3"," 230.1"
"2022F","AL","HPCAS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","HVCAS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 21.3"," 43.7"," 30.3"," 31"," 25.8"," 45"," 33"," 34.4"," 26.1"," 32"," 38.6"," 39.6"," 46.2"," 40"," 35.3"
"2022F","AL","JFACD"," .73"," .76"," .76"," .9"," 1.56"," 2.03"," 2.18"," 2.55"," 2.88"," 3.9"," 6.39"," 7.67"," 7.42"," 6.74"," 6.52"," 6.17"," 4.45"," 4.39"," 4.07"," 4.64"," 5.99"," 5.03"," 4.73"," 4.41"," 4.11"," 4.06"," 4.81"," 4.54"," 3.4"," 4.03"," 6.6"," 5.82"," 5.46"," 6.44"," 8.82"," 13.07"," 14.76"," 16.2"," 22.89"," 12.88"," 16.44"," 22.77"," 23.24"," 22.3"," 19.92"," 11.87"," 9.56"," 11.65"," 15.39"," 14.59"," 9.51"," 14.29"," 26.05"
"2022F","AL","JFACV"," 7.2"," 7.5"," 7.1"," 8.4"," 14.7"," 19.1"," 19.9"," 25"," 28.6"," 36.9"," 72.3"," 74.6"," 64.9"," 61.3"," 134.9"," 121.6"," 93.5"," 95.2"," 42.2"," 52.7"," 63.1"," 63.6"," 55.4"," 48.5"," 80.6"," 88.3"," 95.7"," 56.2"," 68"," 44.8"," 87.9"," 77.3"," 69.9"," 93.8"," 127.8"," 182.8"," 193.6"," 213.2"," 281.5"," 127.4"," 198.7"," 309.3"," 301.7"," 254.9"," 231.6"," 131.8"," 99.8"," 134.4"," 176.1"," 176.5"," 83.5"," 137.4"," 250.9"
"2022F","AL","JFTCD"," .73"," .76"," .76"," .9"," 1.56"," 2.03"," 2.18"," 2.55"," 2.88"," 3.9"," 6.39"," 7.67"," 7.42"," 6.74"," 6.52"," 6.17"," 4.45"," 4.39"," 4.07"," 4.64"," 5.99"," 5.03"," 4.73"," 4.41"," 4.11"," 4.06"," 4.81"," 4.54"," 3.4"," 4.03"," 6.6"," 5.82"," 5.46"," 6.44"," 8.82"," 13.07"," 14.76"," 16.2"," 22.89"," 12.88"," 16.44"," 22.77"," 23.24"," 22.3"," 19.92"," 11.87"," 9.56"," 11.65"," 15.39"," 14.59"," 9.51"," 14.29"," 26.05"
"2022F","AL","JFTCV"," 7.2"," 7.5"," 7.1"," 8.4"," 14.7"," 19.1"," 19.9"," 25"," 28.6"," 36.9"," 72.3"," 74.6"," 64.9"," 61.3"," 134.9"," 121.6"," 93.5"," 95.2"," 42.2"," 52.7"," 63.1"," 63.6"," 55.4"," 48.5"," 80.6"," 88.3"," 95.7"," 56.2"," 68"," 44.8"," 87.9"," 77.3"," 69.9"," 93.8"," 127.8"," 182.8"," 193.6"," 213.2"," 281.5"," 127.4"," 198.7"," 309.3"," 301.7"," 254.9"," 231.6"," 131.8"," 99.8"," 134.4"," 176.1"," 176.5"," 83.5"," 137.4"," 250.9"
"2022F","AL","JFTXD"," .73"," .76"," .76"," .9"," 1.56"," 2.03"," 2.18"," 2.55"," 2.88"," 3.9"," 6.39"," 7.67"," 7.42"," 6.74"," 6.52"," 6.17"," 4.45"," 4.39"," 4.07"," 4.64"," 5.99"," 5.03"," 4.73"," 4.41"," 4.11"," 4.06"," 4.81"," 4.54"," 3.4"," 4.03"," 6.6"," 5.82"," 5.46"," 6.44"," 8.82"," 13.07"," 14.76"," 16.2"," 22.89"," 12.88"," 16.44"," 22.77"," 23.24"," 22.3"," 19.92"," 11.87"," 9.56"," 11.65"," 15.39"," 14.59"," 9.51"," 14.29"," 26.05"
"2022F","AL","JFTXV"," 7.2"," 7.5"," 7.1"," 8.4"," 14.7"," 19.1"," 19.9"," 25"," 28.6"," 36.9"," 72.3"," 74.6"," 64.9"," 61.3"," 134.9"," 121.6"," 93.5"," 95.2"," 42.2"," 52.7"," 63.1"," 63.6"," 55.4"," 48.5"," 80.6"," 88.3"," 95.7"," 56.2"," 68"," 44.8"," 87.9"," 77.3"," 69.9"," 93.8"," 127.8"," 182.8"," 193.6"," 213.2"," 281.5"," 127.4"," 198.7"," 309.3"," 301.7"," 254.9"," 231.6"," 131.8"," 99.8"," 134.4"," 176.1"," 176.5"," 83.5"," 137.4"," 250.9"
"2022F","AL","KSCCD"," .75"," .8"," .8"," .88"," 1.86"," 2.24"," 2.44"," 2.75"," 3.14"," 4.64"," 5.91"," 7.15"," 7.03"," 7.83"," 7.6"," 6.93"," 4.74"," 5.95"," 8.55"," 7.26"," 8.97"," 6.35"," 9.12"," 5.72"," 7.4"," 10.22"," 4.47"," 6.15"," 9.38"," 8.35"," 10.38"," 6.98"," 5.5"," 7.78"," 9.76"," 13.28"," 16.91"," 15.36"," 19.04"," 19.42"," 20.58"," 25.42"," 26.61"," 26.12"," 25.33"," 16.65"," 13.27"," 16.6"," 23.98"," 22.39"," 14.54"," 22.97"," 36.32"
"2022F","AL","KSCCV"," 1.8"," 1.3"," .9"," 2.2"," 2.6"," 3.1"," 2.9"," 4.4"," 6.3"," 6.5"," 5.9"," 2.3"," 13.2"," 4.2"," .6"," .6"," .8"," 1.6"," .6"," .6"," .6"," .5"," .9"," .4"," .4"," .6"," .2"," .3"," 1.1"," .3"," .5"," 1"," .5"," 1.1"," 1.4"," 1.4"," 1"," .4"," .3"," .2"," .2"," .3"," .1"," .4"," .4"," .2"," .2"," .1"," .3"," .3"," .2"," .3"," .4"
"2022F","AL","KSICD"," .75"," .8"," .8"," .88"," 1.86"," 2.24"," 2.44"," 2.75"," 3.14"," 4.64"," 5.91"," 7.15"," 7.03"," 7.12"," 7.2"," 6.95"," 4.78"," 4.33"," 3.74"," 5.12"," 7.15"," 6"," 5.02"," 4.68"," 4.85"," 4.63"," 5.82"," 5.25"," 3.83"," 4.74"," 7.95"," 6.61"," 5.68"," 7.8"," 10.34"," 14.61"," 15.09"," 15.59"," 18.79"," 15.55"," 19.57"," 24.1"," 23.67"," 22.93"," 20.88"," 12.24"," 9.99"," 12.34"," 15.93"," 14.83"," 8.87"," 14.91"," 18.84"
"2022F","AL","KSICV"," 2.7"," 2.4"," 1.7"," 2.4"," 3.3"," 3.8"," 3.3"," 6"," 8.7"," 19.9"," 29.5"," 11.5"," 34.5"," 12.6"," 1.3"," .8"," 1"," .7"," .4"," .5"," .6"," .7"," 1"," .6"," .9"," 1.2"," 1.6"," 1.8"," .9"," .9"," 1"," .4"," .1"," 1.3"," 2.1"," 3.9"," 3.4"," 1.9"," 1.1"," 1.5"," 1.7"," 1.1"," .5"," .5"," .4"," .3"," .2"," .1"," .3"," .2"," .1"," .2"," .2"
"2022F","AL","KSRCD"," 1.62"," 1.67"," 1.69"," 1.94"," 2.95"," 3.31"," 3.55"," 3.84"," 4.25"," 6.78"," 9.13"," 11.14"," 10.98"," 7.83"," 7.6"," 6.93"," 4.74"," 5.95"," 8.55"," 7.26"," 8.97"," 6.35"," 9.12"," 5.72"," 7.4"," 10.22"," 4.47"," 6.15"," 9.38"," 8.35"," 10.38"," 6.98"," 5.5"," 7.78"," 9.76"," 13.28"," 16.91"," 15.36"," 19.04"," 19.42"," 20.58"," 25.42"," 26.61"," 26.12"," 25.33"," 16.65"," 13.27"," 16.6"," 23.98"," 22.39"," 14.54"," 22.97"," 36.32"
"2022F","AL","KSRCV"," 2.2"," 1.5"," 1"," 2.7"," 2.3"," 2.5"," 2.4"," 3.4"," 4.7"," 5.2"," 10.2"," 11.7"," 33.3"," 26.7"," 3.5"," 2.9"," 1.7"," 2"," 6.3"," 3.3"," 1.9"," 2.2"," 1.6"," 1.4"," 1.2"," 3.8"," 1.6"," 2"," 2.1"," 2.1"," 2.7"," 1.5"," .7"," 2.2"," 3.7"," 5.7"," 4.8"," 2.8"," .9"," 1.3"," 1.8"," 1.8"," .4"," .4"," .6"," .3"," .2"," .1"," .3"," .3"," .1"," .3"," .4"
"2022F","AL","KSTCD"," .9"," .94"," .94"," 1.1"," 2.08"," 2.45"," 2.67"," 2.96"," 3.35"," 4.9"," 6.42"," 8.55"," 8.25"," 7.61"," 7.5"," 6.94"," 4.75"," 5.61"," 7.93"," 6.93"," 8.54"," 6.27"," 7.38"," 5.42"," 6.26"," 8.15"," 5"," 5.72"," 7.2"," 6.88"," 9.68"," 6.93"," 5.52"," 7.78"," 9.92"," 13.73"," 16.19"," 15.45"," 18.92"," 17.24"," 20.1"," 24.96"," 25.1"," 24.75"," 23.77"," 14.6"," 11.76"," 14.2"," 20.54"," 19.88"," 12.74"," 19.62"," 29.9"
"2022F","AL","KSTCV"," 6.7"," 5.1"," 3.6"," 7.4"," 8.2"," 9.4"," 8.6"," 13.8"," 19.8"," 31.6"," 45.6"," 25.5"," 80.9"," 43.5"," 5.3"," 4.2"," 3.5"," 4.4"," 7.3"," 4.4"," 3.1"," 3.4"," 3.5"," 2.5"," 2.5"," 5.6"," 3.4"," 4.1"," 4.1"," 3.3"," 4.3"," 2.9"," 1.3"," 4.6"," 7.2"," 10.9"," 9.1"," 5.1"," 2.2"," 2.9"," 3.7"," 3.1"," 1"," 1.3"," 1.4"," .8"," .6"," .3"," .9"," .8"," .4"," .8"," 1"
"2022F","AL","KSTXD"," .9"," .94"," .94"," 1.1"," 2.08"," 2.45"," 2.67"," 2.96"," 3.35"," 4.9"," 6.42"," 8.55"," 8.25"," 7.61"," 7.5"," 6.94"," 4.75"," 5.61"," 7.93"," 6.93"," 8.54"," 6.27"," 7.38"," 5.42"," 6.26"," 8.15"," 5"," 5.72"," 7.2"," 6.88"," 9.68"," 6.93"," 5.52"," 7.78"," 9.92"," 13.73"," 16.19"," 15.45"," 18.92"," 17.24"," 20.1"," 24.96"," 25.1"," 24.75"," 23.77"," 14.6"," 11.76"," 14.2"," 20.54"," 19.88"," 12.74"," 19.62"," 29.9"
"2022F","AL","KSTXV"," 6.7"," 5.1"," 3.6"," 7.4"," 8.2"," 9.4"," 8.6"," 13.8"," 19.8"," 31.6"," 45.6"," 25.5"," 80.9"," 43.5"," 5.3"," 4.2"," 3.5"," 4.4"," 7.3"," 4.4"," 3.1"," 3.4"," 3.5"," 2.5"," 2.5"," 5.6"," 3.4"," 4.1"," 4.1"," 3.3"," 4.3"," 2.9"," 1.3"," 4.6"," 7.2"," 10.9"," 9.1"," 5.1"," 2.2"," 2.9"," 3.7"," 3.1"," 1"," 1.3"," 1.4"," .8"," .6"," .3"," .9"," .8"," .4"," .8"," 1"
"2022F","AL","LDVHN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 4242.3"," 4273.7"," 4262.5"," 4343.9"," 4374.9"," 4447.9"," 4461.5"
"2022F","AL","LUACD"," 5.08"," 5.27"," 5.58"," 5.33"," 7.22"," 7.48"," 7.05"," 6.97"," 7.6"," 10.21"," 14.36"," 18"," 17.25"," 17.42"," 18.14"," 18.18"," 18.02"," 17.04"," 18.18"," 18.9"," 20.61"," 22.58"," 22.49"," 22.37"," 21.71"," 21.75"," 21.63"," 21.82"," 21.44"," 23.04"," 23.2"," 24.51"," 26.7"," 28.94"," 30.11"," 35.22"," 43.88"," 47.16"," 55.12"," 56.07"," 58.8"," 69.54"," 72.11"," 69.42"," 69.44"," 67.28"," 65.78"," 67.25"," 72.37"," 74.92"," 75.34"," 81.25"," 97.37"
"2022F","AL","LUACV"," 13"," 14"," 15.8"," 15.4"," 20"," 27.6"," 28.9"," 20.5"," 24"," 33.8"," 42.3"," 50.9"," 44.4"," 47"," 52.2"," 48.7"," 47.3"," 50.5"," 52"," 55.4"," 62.2"," 60.9"," 61.9"," 62.7"," 63.6"," 62.6"," 60.4"," 64.4"," 66.2"," 71.9"," 71.3"," 69"," 74.3"," 74.5"," 78.5"," 91.4"," 110.9"," 123.1"," 133.6"," 122.1"," 174.8"," 199.9"," 188.9"," 189.8"," 196"," 211.9"," 209.6"," 193"," 187.5"," 192.1"," 187.4"," 223.1"," 276"
"2022F","AL","LUICD"," 5.08"," 5.27"," 5.58"," 5.33"," 7.22"," 7.48"," 7.05"," 6.97"," 7.6"," 10.21"," 14.36"," 18"," 17.25"," 17.42"," 18.14"," 18.18"," 18.02"," 17.04"," 18.18"," 18.9"," 20.61"," 22.58"," 22.49"," 22.37"," 21.71"," 21.75"," 21.63"," 21.82"," 21.44"," 23.04"," 23.2"," 24.51"," 26.7"," 28.94"," 30.11"," 35.22"," 43.88"," 47.16"," 55.12"," 56.07"," 58.8"," 69.54"," 72.11"," 69.42"," 69.44"," 67.28"," 65.78"," 67.25"," 72.37"," 74.92"," 75.34"," 81.25"," 97.37"
"2022F","AL","LUICV"," 12"," 12.6"," 14.3"," 17.3"," 22.4"," 20"," 20.9"," 21.4"," 25.1"," 35.2"," 44.1"," 53"," 46.3"," 49"," 54.4"," 50.8"," 49.3"," 52.7"," 54.2"," 57.8"," 64.8"," 63.5"," 64.5"," 65.3"," 66.3"," 65.3"," 63"," 67.1"," 69"," 75"," 74.4"," 72"," 77.5"," 77.7"," 81.9"," 95.2"," 115.6"," 128.3"," 139.2"," 127.3"," 113.4"," 131.8"," 131.9"," 132.2"," 128.3"," 128.9"," 126.1"," 114.6"," 116.8"," 115.2"," 119.2"," 116.1"," 154.5"
"2022F","AL","LUTCD"," 5.08"," 5.27"," 5.58"," 5.33"," 7.22"," 7.48"," 7.05"," 6.97"," 7.6"," 10.21"," 14.36"," 18"," 17.25"," 17.42"," 18.14"," 18.18"," 18.02"," 17.04"," 18.18"," 18.9"," 20.61"," 22.58"," 22.49"," 22.37"," 21.71"," 21.75"," 21.63"," 21.82"," 21.44"," 23.04"," 23.2"," 24.51"," 26.7"," 28.94"," 30.11"," 35.22"," 43.88"," 47.16"," 55.12"," 56.07"," 58.8"," 69.54"," 72.11"," 69.42"," 69.44"," 67.28"," 65.78"," 67.25"," 72.37"," 74.92"," 75.34"," 81.25"," 97.37"
"2022F","AL","LUTCV"," 25"," 26.6"," 30.1"," 32.7"," 42.4"," 47.6"," 49.8"," 41.9"," 49.1"," 69"," 86.4"," 103.9"," 90.8"," 96"," 106.6"," 99.6"," 96.5"," 103.2"," 106.1"," 113.2"," 127"," 124.5"," 126.4"," 128"," 129.9"," 127.9"," 123.4"," 131.5"," 135.3"," 146.9"," 145.7"," 141"," 151.8"," 152.1"," 160.4"," 186.6"," 226.5"," 251.3"," 272.8"," 249.5"," 288.2"," 331.7"," 320.8"," 321.9"," 324.3"," 340.8"," 335.6"," 307.6"," 304.3"," 307.4"," 306.6"," 339.2"," 430.5"
"2022F","AL","LUTXD"," 5.08"," 5.27"," 5.58"," 5.33"," 7.22"," 7.48"," 7.05"," 6.97"," 7.6"," 10.21"," 14.36"," 18"," 17.25"," 17.42"," 18.14"," 18.18"," 18.02"," 17.04"," 18.18"," 18.9"," 20.61"," 22.58"," 22.49"," 22.37"," 21.71"," 21.75"," 21.63"," 21.82"," 21.44"," 23.04"," 23.2"," 24.51"," 26.7"," 28.94"," 30.11"," 35.22"," 43.88"," 47.16"," 55.12"," 56.07"," 58.8"," 69.54"," 72.11"," 69.42"," 69.44"," 67.28"," 65.78"," 67.25"," 72.37"," 74.92"," 75.34"," 81.25"," 97.37"
"2022F","AL","LUTXV"," 25"," 26.6"," 30.1"," 32.7"," 42.4"," 47.6"," 49.8"," 41.9"," 49.1"," 69"," 86.4"," 103.9"," 90.8"," 96"," 106.6"," 99.6"," 96.5"," 103.2"," 106.1"," 113.2"," 127"," 124.5"," 126.4"," 128"," 129.9"," 127.9"," 123.4"," 131.5"," 135.3"," 146.9"," 145.7"," 141"," 151.8"," 152.1"," 160.4"," 186.6"," 226.5"," 251.3"," 272.8"," 249.5"," 288.2"," 331.7"," 320.8"," 321.9"," 324.3"," 340.8"," 335.6"," 307.6"," 304.3"," 307.4"," 306.6"," 339.2"," 430.5"
"2022F","AL","MGACD"," 2.82"," 2.85"," 2.95"," 3.08"," 4.14"," 4.26"," 4.7"," 5.12"," 5.27"," 7.04"," 9.89"," 11.24"," 10.61"," 9.07"," 8.98"," 9.15"," 6.99"," 7.27"," 7.21"," 7.96"," 8.96"," 8.69"," 8.67"," 8.68"," 8.62"," 8.93"," 9.36"," 9.42"," 8.18"," 8.77"," 11.42"," 10.76"," 10.3"," 11.59"," 14.09"," 17.59"," 19.76"," 21.55"," 25.8"," 18.07"," 21.72"," 27.53"," 27.99"," 27.16"," 25.89"," 18.17"," 16.31"," 18.5"," 20.4"," 18.97"," 15.51"," 22.28"," 29"
"2022F","AL","MGACV"," 538.8"," 575.6"," 631.4"," 697.5"," 947"," 996.1"," 1158.9"," 1306.6"," 1387.4"," 1751.3"," 2282.5"," 2514.7"," 2373.9"," 2051.7"," 2057.4"," 2054.3"," 1679.9"," 1826.3"," 1823"," 2038"," 2283.7"," 2235.2"," 2278.2"," 2323.6"," 2361.6"," 2545.8"," 2646.8"," 2693.1"," 2419"," 2608.3"," 3366"," 3170.5"," 3239.6"," 3495.1"," 4450.6"," 5628.5"," 6366.6"," 6994.9"," 8094.9"," 5663.7"," 6884.4"," 8462.2"," 8518.3"," 8336.4"," 7942.2"," 5696.5"," 5242.4"," 5879.8"," 6445.7"," 6194.2"," 5127.5"," 8356"," 10748.5"
"2022F","AL","MGCCD"," 2.82"," 2.85"," 2.95"," 3.08"," 4.14"," 4.26"," 4.7"," 5.12"," 5.27"," 7.04"," 9.89"," 11.24"," 10.61"," 9.07"," 8.98"," 9.15"," 6.99"," 7.27"," 7.21"," 7.96"," 8.96"," 8.69"," 8.67"," 8.68"," 8.62"," 8.93"," 9.36"," 9.42"," 8.18"," 8.77"," 11.42"," 10.76"," 10.3"," 11.59"," 14.09"," 17.59"," 19.76"," 21.55"," 25.8"," 18.07"," 21.72"," 27.53"," 27.99"," 27.16"," 25.89"," 18.17"," 16.31"," 18.5"," 20.4"," 18.97"," 15.51"," 22.28"," 29"
"2022F","AL","MGCCV"," 5.8"," 6.1"," 6.4"," 7.1"," 9.7"," 10.1"," 11.5"," 13.4"," 13.9"," 18.2"," 13.4"," 15.8"," 14.9"," 12.1"," 10.8"," 12.1"," 9.3"," 9.9"," 9.2"," 9.3"," 12.1"," 7.3"," 6.3"," 1.9"," 1.9"," 1.9"," 2"," 2"," 1.7"," 1.9"," 2.5"," 2.4"," 2.3"," 2.6"," 3.2"," 4.1"," 4.6"," 5"," 5.9"," 4.1"," 4.9"," 6.2"," 6.3"," 6.3"," 5.7"," 94.3"," 108.2"," 98.3"," 114.7"," 107.4"," 88.5"," 128.6"," 279.1"
"2022F","AL","MGICD"," 2.82"," 2.85"," 2.95"," 3.08"," 4.14"," 4.26"," 4.7"," 5.12"," 5.27"," 7.04"," 9.89"," 11.24"," 10.61"," 9.07"," 8.98"," 9.15"," 6.99"," 7.27"," 7.21"," 7.96"," 8.96"," 8.69"," 8.67"," 8.68"," 8.62"," 8.93"," 9.36"," 9.42"," 8.18"," 8.77"," 11.42"," 10.76"," 10.3"," 11.59"," 14.09"," 17.59"," 19.76"," 21.55"," 25.8"," 18.07"," 21.72"," 27.53"," 27.99"," 27.16"," 25.89"," 18.17"," 16.31"," 18.5"," 20.4"," 18.97"," 15.51"," 22.28"," 29"
