"Data_Status","State","MSN","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"2022F","AL","PEICV"," 241.8"," 256.5"," 291.6"," 333.2"," 563.5"," 664.4"," 713.2"," 874.3"," 862.1"," 1098.7"," 1131.5"," 1360.1"," 1364.2"," 1203.8"," 1247.4"," 1165.5"," 945.7"," 907.2"," 947.8"," 1049.1"," 1095.1"," 1103.8"," 1141"," 1214.7"," 1256"," 1319.8"," 1479.8"," 1415"," 1265.6"," 1367"," 1646.2"," 1779.5"," 1681.5"," 1961.3"," 2368.6"," 3009.8"," 3180.6"," 3063.2"," 3639.9"," 2168.1"," 2528.7"," 2869.3"," 2952.7"," 2809.3"," 2875.5"," 2241"," 2058.4"," 2232.1"," 2442.1"," 2263.6"," 1852.5"," 2599.7"," 3625.7"
"2022F","AL","PEISB"," 532828"," 497811"," 520521"," 511218"," 501489"," 492202"," 462329"," 461136"," 442805"," 488108"," 442222"," 428717"," 382853"," 332640"," 368296"," 348118"," 323274"," 346646"," 379223"," 416831"," 401526"," 412377"," 448194"," 465935"," 510977"," 562794"," 565108"," 534662"," 524715"," 537521"," 538060"," 446639"," 453304"," 460374"," 482297"," 481827"," 484344"," 463937"," 441994"," 325140"," 371076"," 392487"," 422139"," 450825"," 456901"," 435833"," 439708"," 441484"," 462573"," 447906"," 425360"," 460600"," 429883"
"2022F","AL","PERCD"," 1.32"," 1.39"," 1.46"," 1.93"," 2"," 2.07"," 2.38"," 2.77"," 3.05"," 4.06"," 4.48"," 5.21"," 5.99"," 6.45"," 6.26"," 6.3"," 6.29"," 6.54"," 6.4"," 6.44"," 6.75"," 7.19"," 6.7"," 7.04"," 7.34"," 6.94"," 7.36"," 8.38"," 8.12"," 8.56"," 9.96"," 12.22"," 10.53"," 11.77"," 13.27"," 15.53"," 18.47"," 18.31"," 19.27"," 18.06"," 16.98"," 16.49"," 17.08"," 16.28"," 15.93"," 14.97"," 14.84"," 17.06"," 16.37"," 16.43"," 16.31"," 16.56"," 18.47"
"2022F","AL","PERCV"," 103.6"," 107.8"," 113"," 152.1"," 147.8"," 144.3"," 182.3"," 215.4"," 231.7"," 267.4"," 304.1"," 341.5"," 391.1"," 431.1"," 407.9"," 369.4"," 377.7"," 425.4"," 417.6"," 415.9"," 420.2"," 443.1"," 437.8"," 477"," 479.9"," 454.8"," 540.1"," 533.5"," 482.4"," 531.7"," 683.5"," 811.2"," 645.7"," 692.8"," 753.1"," 804.9"," 878.4"," 828.3"," 930.8"," 868.2"," 933.2"," 756.7"," 591"," 705.9"," 762.9"," 598.9"," 519.2"," 554.7"," 692.4"," 629.5"," 576.8"," 635.7"," 678.2"
"2022F","AL","PERSB"," 78671"," 77824"," 77679"," 78630"," 73742"," 69840"," 76612"," 77699"," 76066"," 65827"," 67813"," 65595"," 65320"," 66882"," 65134"," 58586"," 60071"," 65026"," 65241"," 64620"," 62257"," 61650"," 65381"," 67712"," 65371"," 65491"," 73379"," 63658"," 59422"," 62132"," 68623"," 66367"," 61320"," 58869"," 56760"," 51816"," 47557"," 45248"," 48292"," 48063"," 54956"," 45899"," 34614"," 43373"," 47899"," 40018"," 34985"," 32506"," 42292"," 38318"," 35356"," 38387"," 36719"
"2022F","AL","PESCB"," 1309936"," 1258604"," 1331677"," 1393140"," 1452902"," 1394992"," 1422397"," 1631111"," 1617513"," 1638131"," 1613277"," 1589538"," 1486285"," 1438759"," 1488506"," 1445081"," 1408973"," 1438498"," 1480758"," 1597491"," 1583714"," 1674812"," 1789910"," 1856764"," 1900704"," 2030404"," 2182996"," 2120443"," 2125352"," 2176725"," 2257402"," 2111179"," 2206192"," 2194774"," 2261569"," 2283351"," 2337777"," 2379119"," 2318933"," 2071647"," 2259244"," 2281873"," 2248446"," 2230501"," 2266931"," 2250726"," 2188718"," 2145959"," 2184918"," 2156279"," 2052146"," 2222381"," 2206237"
"2022F","AL","PETCD"," .84"," .94"," 1"," 1.11"," 1.58"," 1.82"," 2.04"," 2.09"," 2.21"," 2.69"," 3.33"," 3.91"," 3.98"," 3.79"," 3.78"," 3.89"," 3.45"," 3.54"," 3.45"," 3.54"," 3.82"," 3.62"," 3.47"," 3.48"," 3.43"," 3.32"," 3.35"," 3.43"," 3.15"," 3.27"," 3.96"," 4.23"," 3.92"," 4.4"," 5.29"," 6.6"," 7.2"," 7.41"," 8.99"," 6.82"," 7.64"," 8.82"," 8.66"," 8.6"," 8.4"," 6.37"," 6.02"," 6.67"," 7.24"," 6.88"," 5.93"," 8.19"," 11.59"
"2022F","AL","PETCV"," 1098"," 1188.7"," 1331.5"," 1546.8"," 2291.9"," 2533.8"," 2898.2"," 3416.7"," 3582"," 4400.1"," 5372"," 6222.2"," 5918.8"," 5456"," 5621.6"," 5627.2"," 4862.5"," 5086.8"," 5114.2"," 5659.8"," 6044.1"," 6064.8"," 6210"," 6458.3"," 6519"," 6744.6"," 7311.7"," 7273"," 6696.9"," 7112.1"," 8936.3"," 8923.6"," 8654.8"," 9658.6"," 11973.7"," 15070.6"," 16825.5"," 17639.8"," 20843.9"," 14133.8"," 17270.9"," 20118.8"," 19471.5"," 19180.4"," 19034.8"," 14335.2"," 13179.7"," 14322.8"," 15825.1"," 14838.5"," 12176.1"," 18199.5"," 25567.6"
"2022F","AL","PETXD"," 1.09"," 1.2"," 1.26"," 1.44"," 2.05"," 2.25"," 2.58"," 2.94"," 3.08"," 3.87"," 5.1"," 6.08"," 6.25"," 5.98"," 5.74"," 5.77"," 4.95"," 4.96"," 4.77"," 5.01"," 5.59"," 5.42"," 5.25"," 5.29"," 5.14"," 5.04"," 5.41"," 5.6"," 5.04"," 5.38"," 6.8"," 7.53"," 7.03"," 7.9"," 9.44"," 11.98"," 13.25"," 14.17"," 17.34"," 13.45"," 15.01"," 17.87"," 17.62"," 16.55"," 15.94"," 12.06"," 10.87"," 12.14"," 13.17"," 12.65"," 10.74"," 14.58"," 20.31"
"2022F","AL","PETXV"," 994.6"," 1060.6"," 1179.2"," 1358.9"," 1961.9"," 2148"," 2458.6"," 2863.3"," 2958.5"," 3659.4"," 4522.6"," 5216.8"," 5022.6"," 4494.2"," 4577.3"," 4454.4"," 3775.7"," 4025.7"," 4068.6"," 4560.6"," 4955.5"," 4872.8"," 4981.3"," 5119.8"," 5288.5"," 5530.3"," 5963.6"," 5937.1"," 5268.9"," 5753.3"," 7446.7"," 7348.1"," 7026.6"," 7862"," 9944.6"," 12460.3"," 13912.4"," 14543.9"," 16913.9"," 11382.8"," 13796.3"," 16598.1"," 16452.2"," 16070.8"," 15716.3"," 11719.4"," 10815.5"," 11982.6"," 13267.1"," 12659.1"," 10398.1"," 15578.9"," 20944.1"
"2022F","AL","PHVHN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," .8"," 1.2"," 1.6"," 1.9"," 2.2"," 3.3"," 4.1"
"2022F","AL","PQACD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 26.84"," 30.52"," 23.37"," 22.87"," 24.18"," 14.78"," 14.65"," 19.25"," 21.04"," 16.25"," 14.35"," 23.84"," 24.65"
"2022F","AL","PQACV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 3.7"," 4.5"," 3.3"," 3.9"," 4.1"," 3.5"," 4.4"," .4"," 1.7"," 2.6"," 1.9"," 3.6"," 4.5"
"2022F","AL","PQCCD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 21.07"," 24.55"," 18.62"," 18.2"," 19.29"," 11.5"," 11.39"," 14.9"," 16.31"," 12.63"," 11.84"," 18.92"," 20.07"
"2022F","AL","PQCCV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 53"," 64.9"," 38.2"," 40.7"," 42.1"," 19.4"," 19.6"," 30.3"," 35.1"," 26.7"," 26.3"," 52"," 47.1"
"2022F","AL","PQICD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 15.08"," 18.63"," 13.23"," 12.85"," 13.84"," 6.75"," 6.65"," 10.05"," 11.37"," 7.59"," 6.72"," 13.44"," 14.23"
"2022F","AL","PQICV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 31.7"," 37.2"," 30.2"," 25.5"," 24.8"," 11.1"," 10"," 17.8"," 17.4"," 14.5"," 13"," 37.4"," 40.7"
"2022F","AL","PQISB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 2102"," 2000"," 2280"," 1986"," 1794"," 1649"," 1504"," 1770"," 1532"," 1905"," 1932"," 2780"," 2861"
"2022F","AL","PQRCD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 26.6"," 29.06"," 26.73"," 26.47"," 31.01"," 23.55"," 22.52"," 26.08"," 27.06"," 23.81"," 21"," 27.11"," 29.99"
"2022F","AL","PQRCV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 226.2"," 170.8"," 112.5"," 124.1"," 153.3"," 127.1"," 113.5"," 124.1"," 155.4"," 143.7"," 121.9"," 122.3"," 137.8"
"2022F","AL","PQRFB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 9"," 7"," 9"," 31"," 15"," 15"," 35"," 8"," 15"," 8"," 27"," 15"," 19"
"2022F","AL","PQSCB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 13261"," 10668"," 8680"," 9079"," 9088"," 8966"," 8561"," 8586"," 9504"," 10212"," 10084"," 10191"," 9986"
"2022F","AL","PQTCD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 23.73"," 26.01"," 21.21"," 21.39"," 24.68"," 17.96"," 17.22"," 20.11"," 22.05"," 18.35"," 16.16"," 21.12"," 23.05"
"2022F","AL","PQTCV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 314.6"," 277.4"," 184.1"," 194.2"," 224.3"," 161.1"," 147.5"," 172.6"," 209.5"," 187.4"," 163"," 215.3"," 230.1"
"2022F","AL","PQTXD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 23.73"," 26.01"," 21.21"," 21.39"," 24.68"," 17.96"," 17.22"," 20.11"," 22.05"," 18.35"," 16.16"," 21.12"," 23.05"
"2022F","AL","PQTXV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 314.6"," 277.4"," 184.1"," 194.2"," 224.3"," 161.1"," 147.5"," 172.6"," 209.5"," 187.4"," 163"," 215.3"," 230.1"
"2022F","AL","RFACD"," .34"," .49"," .49"," .63"," 1.47"," 1.47"," 1.54"," 1.61"," 1.54"," 1.97"," 2.93"," 3.69"," 3.55"," 3.93"," 4.46"," 3.72"," 1.85"," 1.92"," 2.79"," 2.15"," 2.02"," 1.71"," 1.65"," 1.58"," 1.55"," 1.91"," 2.21"," 2.76"," 1.98"," 1.67"," 3.27"," 3.48"," 2.57"," 4.14"," 4.9"," 6.64"," 8.49"," 8.15"," 8.73"," 9.63"," 8.06"," 11.01"," 12.25"," 11.77"," 11.37"," 6.12"," 4.44"," 6.28"," 7.86"," 7.4"," 5.39"," 8.15"," 14.12"
"2022F","AL","RFACV"," 3.5"," 4.5"," 4.5"," 10"," 50.5"," 65.2"," 70.4"," 82.4"," 73.2"," 43.6"," 64.6"," 50.7"," 51.7"," 50.4"," 49.1"," 38.4"," 15.7"," 18"," 35.7"," 37.8"," 36.4"," 34.5"," 36.4"," 32.3"," 22.5"," 31.3"," 34"," 33.7"," 10.3"," 9.1"," 59.4"," 15.8"," 34.2"," 26.3"," 39.1"," 42.7"," 79.6"," 69"," 61.9"," 48.8"," 47.1"," 73.3"," 80.7"," 59.2"," 62.9"," 20.7"," 26.4"," 40.2"," 34"," 26.3"," 13.8"," 39.5"," 70.2"
"2022F","AL","RFCCD"," .38"," .55"," .56"," .71"," 1.66"," 1.69"," 1.69"," 1.81"," 1.74"," 2.24"," 3.39"," 0"," 3.93"," 4.15"," 4.54"," 4.02"," 2.16"," 2.67"," 1.99"," 2.38"," 2.65"," 2.13"," 0"," 0"," 2.97"," 2.4"," 3.05"," 0"," 0"," 0"," 3.62"," 0"," 0"," 0"," 0"," 6.5"," 7.93"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 10.91"," 0"," 8.22"," 12.3"," 19.65"
"2022F","AL","RFCCV"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," .1"," 0"," 4"," .6"," .4"," 13"," 7.6"," 6.4"," 8.8"," 7.4"," 10.1"," 3.2"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," .3"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," .8"," 0"," .6"," .3"," .5"
"2022F","AL","RFEID"," 0"," 0"," 0"," 0"," 0"," 1.69"," 1.69"," 1.79"," 1.76"," 2.18"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","RFEIV"," 0"," 0"," 0"," 0"," 0"," 1"," 1.5"," 2.1"," 1"," .4"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","RFICD"," .51"," .66"," .58"," .72"," 1.73"," 1.74"," 1.73"," 1.97"," 1.97"," 2.39"," 3.05"," 4.04"," 3.95"," 3.85"," 4.54"," 4.02"," 2.16"," 2.67"," 1.99"," 2.38"," 2.65"," 2.13"," 2.13"," 2.08"," 2.24"," 2.4"," 3.05"," 2.72"," 1.91"," 2.34"," 3.62"," 3.28"," 3.46"," 4.13"," 4.37"," 6.5"," 7.93"," 8.98"," 12.87"," 9.28"," 11.27"," 15.33"," 16.6"," 16.37"," 15.65"," 10.08"," 7.18"," 9.61"," 10.91"," 11.11"," 8.22"," 12.3"," 19.65"
"2022F","AL","RFICV"," 4.4"," 4.4"," 4.2"," 15.5"," 50.8"," 61.1"," 72.1"," 96"," 87.6"," 93"," 70.5"," 54.7"," 84"," 30.8"," 24.1"," 2.2"," 6"," 7"," 6.6"," 3.5"," 5.3"," .6"," 2.2"," 6.7"," 11.5"," 5.6"," 10"," 6.4"," 7.4"," 8.7"," 30.4"," 16.4"," 40.4"," 6.8"," 10.9"," 30.5"," 38.2"," 46"," 83.6"," 18.5"," 50.1"," 102.6"," 80.6"," 31.4"," 34.4"," 34.9"," 43.1"," 44.6"," 30.7"," 40"," 20.9"," 46.1"," 75.5"
"2022F","AL","RFISB"," 8673"," 6653"," 7237"," 21489"," 29429"," 35096"," 41601"," 48763"," 44462"," 38938"," 23096"," 13563"," 21249"," 7997"," 5298"," 551"," 2768"," 2634"," 3305"," 1452"," 1997"," 284"," 1009"," 3236"," 5130"," 2345"," 3275"," 2354"," 3856"," 3714"," 8406"," 5006"," 11670"," 1645"," 2493"," 4694"," 4814"," 5117"," 6497"," 1993"," 4445"," 6695"," 4859"," 1916"," 2196"," 3459"," 6001"," 4640"," 2817"," 3596"," 2548"," 3748"," 3840"
"2022F","AL","RFRFB"," 1456"," 854"," 3279"," 1060"," 1211"," 1458"," 1500"," 1376"," 1506"," 3190"," 715"," 1862"," 1679"," 828"," 601"," 49"," 725"," 913"," 1092"," 697"," 797"," 248"," 1297"," 1575"," 1555"," 822"," 1157"," 1417"," 0"," 17"," 5"," 0"," 91"," 78"," 214"," 3"," 1"," 3"," 3"," 18"," 27"," 3"," 12"," 0"," 0"," 0"," 0"," 6"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","RFSCB"," 19228"," 15837"," 16450"," 37335"," 63703"," 79976"," 88051"," 101099"," 92435"," 61224"," 45157"," 27308"," 36797"," 20975"," 16422"," 14091"," 14764"," 14403"," 20551"," 22174"," 23819"," 21965"," 22993"," 23610"," 19701"," 18730"," 18671"," 14563"," 9051"," 9169"," 26585"," 9538"," 24989"," 7997"," 10465"," 11173"," 14198"," 13582"," 13590"," 7061"," 10281"," 13350"," 11446"," 6944"," 7726"," 6843"," 11940"," 11044"," 7215"," 7147"," 5184"," 8623"," 8836"
"2022F","AL","RFTCD"," .41"," .56"," .53"," .68"," 1.59"," 1.59"," 1.64"," 1.79"," 1.75"," 2.24"," 2.99"," 3.86"," 3.8"," 3.9"," 4.48"," 3.8"," 1.98"," 2.18"," 2.49"," 2.2"," 2.18"," 1.74"," 1.68"," 1.65"," 1.73"," 1.97"," 2.36"," 2.75"," 1.95"," 1.94"," 3.38"," 3.37"," 2.99"," 4.13"," 4.78"," 6.58"," 8.3"," 8.47"," 10.71"," 9.53"," 9.45"," 13.18"," 14.1"," 13.04"," 12.59"," 8.12"," 5.82"," 7.68"," 9.08"," 9.27"," 6.82"," 9.96"," 16.54"
"2022F","AL","RFTCV"," 8"," 8.9"," 8.8"," 25.5"," 101.3"," 127.4"," 144"," 180.6"," 161.8"," 137"," 135.2"," 105.4"," 139.7"," 81.8"," 73.6"," 53.6"," 29.3"," 31.4"," 51.1"," 48.7"," 51.8"," 38.3"," 38.5"," 39"," 34"," 37"," 44"," 40.1"," 17.6"," 17.8"," 89.9"," 32.2"," 74.6"," 33.1"," 50"," 73.6"," 117.9"," 115"," 145.5"," 67.3"," 97.1"," 175.9"," 161.3"," 90.5"," 97.2"," 55.6"," 69.5"," 84.8"," 65.5"," 66.2"," 35.4"," 85.9"," 146.1"
"2022F","AL","RFTXD"," .41"," .56"," .53"," .68"," 1.59"," 1.59"," 1.64"," 1.79"," 1.75"," 2.24"," 2.99"," 3.86"," 3.8"," 3.9"," 4.48"," 3.8"," 1.98"," 2.18"," 2.49"," 2.2"," 2.18"," 1.74"," 1.68"," 1.65"," 1.73"," 1.97"," 2.36"," 2.75"," 1.95"," 1.94"," 3.38"," 3.37"," 2.99"," 4.13"," 4.78"," 6.58"," 8.3"," 8.47"," 10.71"," 9.53"," 9.45"," 13.18"," 14.1"," 13.04"," 12.59"," 8.12"," 5.82"," 7.68"," 9.08"," 9.27"," 6.82"," 9.96"," 16.54"
"2022F","AL","RFTXV"," 8"," 8.9"," 8.8"," 25.5"," 101.3"," 126.3"," 142.5"," 178.4"," 160.8"," 136.6"," 135.2"," 105.4"," 139.7"," 81.8"," 73.6"," 53.6"," 29.3"," 31.4"," 51.1"," 48.7"," 51.8"," 38.3"," 38.5"," 39"," 34"," 37"," 44"," 40.1"," 17.6"," 17.8"," 89.9"," 32.2"," 74.6"," 33.1"," 50"," 73.6"," 117.9"," 115"," 145.5"," 67.3"," 97.1"," 175.9"," 161.3"," 90.5"," 97.2"," 55.6"," 69.5"," 84.8"," 65.5"," 66.2"," 35.4"," 85.9"," 146.1"
"2022F","AL","SHCAS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","SNICD"," 1.96"," 2"," 2"," 2.08"," 2.6"," 3.12"," 3.12"," 3.12"," 3.12"," 5.04"," 10.48"," 10.72"," 10.72"," 10.72"," 11.13"," 10.87"," 10.73"," 10.73"," 10.84"," 10"," 9.71"," 9.51"," 9.55"," 9.47"," 9.57"," 9.84"," 10.5"," 10.46"," 9.02"," 9.93"," 12.69"," 12.1"," 11.4"," 13.16"," 15.67"," 19.14"," 21.73"," 23.79"," 27.78"," 20.2"," 24.1"," 30.44"," 31.33"," 30.47"," 29.27"," 21.53"," 19.21"," 21.57"," 23.98"," 23.01"," 19.18"," 26.41"," 34.51"
"2022F","AL","SNICV"," .8"," 1.5"," 1.6"," 1.7"," 2.1"," 2.2"," 2.5"," 2.6"," 3.1"," 5.1"," 10.3"," 10.1"," 9.4"," 11"," 15.3"," 11.5"," 11.1"," 12.4"," 9.8"," 8.5"," 8.3"," 8.7"," 10.4"," 10.3"," 8.1"," 7.3"," 8.9"," 8.6"," 11"," 16.4"," 14.1"," 18.8"," 23.1"," 20.9"," 15.8"," 23.6"," 35.2"," 42.9"," 54.5"," 21.6"," 14.6"," 15.9"," 10.7"," 57.3"," 58.4"," 40.2"," 33.8"," 45.7"," 46.6"," 46.4"," 35"," 45.3"," 64.9"
"2022F","AL","SPCAS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 18.6"," 22.9"," 22.7"," 22.6"," 21.6"," 20.4"," 24.3"
"2022F","AL","TEACD"," 2.45"," 2.51"," 2.58"," 2.68"," 3.58"," 3.67"," 4.01"," 4.3"," 4.43"," 6.28"," 8.78"," 10.27"," 9.72"," 8.48"," 8.36"," 8.36"," 6.67"," 6.93"," 6.87"," 7.46"," 8.43"," 8.04"," 8.04"," 8.08"," 8.01"," 8.19"," 8.73"," 8.86"," 7.74"," 8.35"," 10.72"," 10.33"," 9.78"," 11.09"," 13.46"," 17.32"," 19.32"," 20.97"," 26.06"," 17.87"," 21.5"," 27.32"," 27.86"," 27.24"," 26.03"," 18.37"," 16.17"," 18.3"," 20.72"," 19.45"," 15.98"," 22.22"," 30.38"
"2022F","AL","TEACV"," 608.4"," 651.9"," 724.8"," 824.6"," 1184.7"," 1268"," 1462.5"," 1656.5"," 1747.2"," 2133.1"," 2923.8"," 3318.9"," 3077.9"," 2636.1"," 2710.1"," 2702.2"," 2262.7"," 2513.4"," 2512.3"," 2888.4"," 3228.3"," 3128.7"," 3201.3"," 3211.8"," 3335"," 3553.4"," 3708"," 3705.7"," 3306.1"," 3600.4"," 4812"," 4386.3"," 4401.5"," 4862.2"," 6419.7"," 8205.8"," 9275.1"," 10119.5"," 11729.5"," 7856.4"," 9797.2"," 12420.9"," 12431.8"," 12091"," 11611.4"," 8427.5"," 7804.7"," 8726.2"," 9582.3"," 9264.2"," 7541.3"," 11775.5"," 15829.2"
"2022F","AL","TECCD"," 1.98"," 2.14"," 2.29"," 2.73"," 3.33"," 3.93"," 4.32"," 5.33"," 5.65"," 6.5"," 8.27"," 10.48"," 11.72"," 11.97"," 12.46"," 11.38"," 11.37"," 11.69"," 11.12"," 11.88"," 12.28"," 13.26"," 12.99"," 13.45"," 13.4"," 13.51"," 13.23"," 13.51"," 14.66"," 14.44"," 15.1"," 15.78"," 15.81"," 16.39"," 17.35"," 19.32"," 21.1"," 22.46"," 25.31"," 24.9"," 24.88"," 25.8"," 26.53"," 25.85"," 26.01"," 25.52"," 25.9"," 27.38"," 26.49"," 27.04"," 26.71"," 27.58"," 31.34"
"2022F","AL","TECCV"," 135.4"," 148.7"," 167.7"," 196.2"," 240.6"," 270.1"," 311.6"," 391.7"," 401.1"," 484.3"," 560.5"," 751.2"," 821.2"," 881.7"," 853.9"," 818.4"," 824.8"," 835.8"," 864.9"," 952.2"," 984.2"," 1004.8"," 986.3"," 1035"," 1059.4"," 1070.1"," 1142.6"," 1365.1"," 1416.5"," 1489.2"," 1607.2"," 1656.6"," 1659.7"," 1744.7"," 1909.6"," 2059.4"," 2386.9"," 2523.6"," 2836.8"," 2693.6"," 2876.3"," 2882.7"," 2794.9"," 2841.2"," 2940.1"," 2990.6"," 3060"," 3107"," 3189.6"," 3159.5"," 2888"," 3154.9"," 3757.4"
"2022F","AL","TEGDS",,,,,,,,,,,,,,,,,,,,,,,,,,,," 9.32"," 8.65"," 8.69"," 9.99"," 9.47"," 9.09"," 9.38"," 10.18"," 11.4"," 12.14"," 12.37"," 13.98"," 10.82"," 12.18"," 13.37"," 12.81"," 12.36"," 12.22"," 9.84"," 9.21"," 9.43"," 9.7"," 9.08"," 7.9"," 9.41"," 11.01"
"2022F","AL","TEICD"," .64"," .73"," .8"," .94"," 1.48"," 1.85"," 2.15"," 2.67"," 2.9"," 3.34"," 3.85"," 4.54"," 5.01"," 5.35"," 5.25"," 5.19"," 4.89"," 4.59"," 4.4"," 4.25"," 4.5"," 4.45"," 4.26"," 4.32"," 3.99"," 3.78"," 4.01"," 3.98"," 3.93"," 4.01"," 4.48"," 5.29"," 5.09"," 5.66"," 6.27"," 7.58"," 8.04"," 8.32"," 10.13"," 8.99"," 9.05"," 9.57"," 9.18"," 8.5"," 8.68"," 7.73"," 7.29"," 7.69"," 7.72"," 7.5"," 6.88"," 8.1"," 11.26"
"2022F","AL","TEICV"," 377.1"," 410.3"," 473"," 550.5"," 850"," 1037.1"," 1161.8"," 1457.3"," 1549.7"," 1949.7"," 2043.6"," 2296.3"," 2230.4"," 2116.8"," 2334.7"," 2201.8"," 1948.5"," 1956.8"," 2036.5"," 2136.8"," 2193.9"," 2228"," 2305.3"," 2419.4"," 2425.4"," 2506.7"," 2690.9"," 2537.8"," 2482.6"," 2597.8"," 2908.5"," 2893.6"," 2826.3"," 3212.2"," 3721.7"," 4514.2"," 4800.2"," 4786.9"," 5565.6"," 3723.1"," 4231.9"," 4722.5"," 4808.9"," 4801.5"," 4983.3"," 4241.2"," 4003.4"," 4262.5"," 4447.3"," 4183.9"," 3638.4"," 4612.3"," 6044.2"
"2022F","AL","TEPFB"," 321741"," 331246"," 364571"," 387484"," 391126"," 374424"," 401581"," 449631"," 460950"," 485378"," 542017"," 539342"," 499788"," 494634"," 533370"," 538577"," 526013"," 550708"," 577325"," 536796"," 516056"," 519150"," 539415"," 565037"," 574687"," 583075"," 592065"," 597673"," 638462"," 666288"," 693724"," 621722"," 645462"," 625277"," 677800"," 684253"," 702193"," 739031"," 706086"," 632797"," 691274"," 663994"," 648557"," 612836"," 636799"," 607137"," 600744"," 588107"," 598371"," 583633"," 541561"," 565627"," 576474"
"2022F","AL","TERCD"," 2.42"," 2.61"," 2.82"," 3.41"," 3.91"," 4.44"," 4.82"," 5.84"," 6.24"," 7.68"," 8.99"," 10.17"," 11.69"," 12.23"," 12.89"," 12.52"," 12.73"," 12.77"," 12.81"," 13.02"," 13.44"," 13.91"," 13.46"," 13.95"," 14.06"," 14.05"," 13.93"," 14.89"," 15.58"," 15.76"," 16.26"," 17.13"," 17"," 18.01"," 19.11"," 20.85"," 23.48"," 24.73"," 27.06"," 27.16"," 26.81"," 27.87"," 29.34"," 28.17"," 28.36"," 29.09"," 30.22"," 32.04"," 30.42"," 31.5"," 31.75"," 32.35"," 36.02"
"2022F","AL","TERCV"," 285.3"," 312"," 347.3"," 439.4"," 484"," 512.8"," 601"," 757.6"," 810.1"," 899.9"," 1115.3"," 1219.4"," 1392.8"," 1477.8"," 1587.6"," 1467.8"," 1558.1"," 1670.6"," 1694.6"," 1722.9"," 1786.3"," 1867.8"," 1851.2"," 2021.2"," 2029.7"," 2085.7"," 2240.5"," 2212.4"," 2379.2"," 2433"," 2711.3"," 2761.3"," 2784.1"," 2867.8"," 3048.2"," 3308.9"," 3703"," 3885.1"," 4278.4"," 4224.3"," 4723.9"," 4418.2"," 4082.4"," 4238.5"," 4544.9"," 4330.8"," 4362.6"," 4341.4"," 4720"," 4690.6"," 4516.6"," 4728"," 5369"
